Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
195,Entry short,2026-05-01 05:15,S,4614.205,0.56,2583.9548,-0.52,-0.02,0,0.00,0,0.00,3701.36,3.70
196,Exit short,2026-05-01 08:15,2R partial,4568.252,0.56,2583.9548,25.22,0.98,25.48,0.99,-1.38,-0.05,3726.84,3.73
196,Entry short,2026-05-01 05:15,S,4614.205,0.56,2583.9548,25.22,0.98,25.48,0.99,-1.38,-0.05,3726.84,3.73
197,Exit long,2026-05-01 14:00,2R partial,4657.609,0.56,2571.2288,36.51,1.42,36.78,1.43,-2.94,-0.11,3763.1,3.76
197,Entry long,2026-05-01 13:15,L,4591.48,0.56,2571.2288,36.51,1.42,36.78,1.43,-2.94,-0.11,3763.1,3.76
198,Exit long,2026-05-04 01:15,S,4600.73,0.56,2571.2288,4.67,0.18,38.44,1.49,-2.94,-0.11,3768.02,3.77
198,Entry long,2026-05-01 13:15,L,4591.48,0.56,2571.2288,4.67,0.18,38.44,1.49,-2.94,-0.11,3768.02,3.77
199,Exit short,2026-05-04 01:15,HTF runner,4600.73,0.56,2576.4088,-0.52,-0.02,0,0.00,0,0.00,3767.25,3.77
199,Entry short,2026-05-04 01:15,S,4600.73,0.56,2576.4088,-0.52,-0.02,0,0.00,0,0.00,3767.25,3.77
200,Exit short,2026-05-04 10:00,2R partial,4539.406,0.56,2576.4088,33.83,1.31,34.08,1.32,-10.39,-0.40,3801.34,3.80
200,Entry short,2026-05-04 01:15,S,4600.73,0.56,2576.4088,33.83,1.31,34.08,1.32,-10.39,-0.40,3801.34,3.80
201,Exit long,2026-05-05 22:45,2R partial,4569.339,0.57,2593.94175,10.06,0.39,10.32,0.40,-2.78,-0.11,3811.14,3.81
201,Entry long,2026-05-05 22:15,L,4550.775,0.57,2593.94175,10.06,0.39,10.32,0.40,-2.78,-0.11,3811.14,3.81
202,Exit long,2026-05-06 08:45,HTF runner,4695.561,0.57,2593.94175,82,3.16,82.27,3.17,-2.78,-0.11,3893.4,3.89
202,Entry long,2026-05-05 22:15,L,4550.775,0.57,2593.94175,82,3.16,82.27,3.17,-2.78,-0.11,3893.4,3.89
203,Exit short,2026-05-10 22:15,HTF runner,4682.912,0.55,2578.1415,2.02,0.08,2.28,0.09,-0.26,-0.01,3895.16,3.90
203,Entry short,2026-05-10 22:15,S,4687.53,0.55,2578.1415,2.02,0.08,2.28,0.09,-0.26,-0.01,3895.16,3.90
204,Exit short,2026-05-11 09:15,L,4667.555,0.55,2578.1415,10.47,0.41,21.43,0.83,-10.17,-0.39,3905.89,3.91
204,Entry short,2026-05-10 22:15,S,4687.53,0.55,2578.1415,10.47,0.41,21.43,0.83,-10.17,-0.39,3905.89,3.91
205,Exit long,2026-05-11 09:15,2R partial,4662.64,0.55,2567.15525,-3.22,-0.13,0,0.00,-2.96,-0.12,3902.42,3.90
205,Entry long,2026-05-11 09:15,L,4667.555,0.55,2567.15525,-3.22,-0.13,0,0.00,-2.96,-0.12,3902.42,3.90
206,Exit long,2026-05-11 09:15,HTF runner,4662.64,0.56,2613.8308,-3.27,-0.13,0,0.00,-3.01,-0.12,3899.4,3.90
206,Entry long,2026-05-11 09:15,L,4667.555,0.56,2613.8308,-3.27,-0.13,0,0.00,-3.01,-0.12,3899.4,3.90
207,Exit short,2026-05-12 13:15,HTF runner,4682.912,0.55,2591.97125,15.85,0.61,16.11,0.62,-5.56,-0.21,3915,3.91
207,Entry short,2026-05-12 05:15,S,4712.675,0.55,2591.97125,15.85,0.61,16.11,0.62,-5.56,-0.21,3915,3.91
208,Exit short,2026-05-12 17:15,L,4677.24,0.55,2591.97125,18.97,0.73,40.61,1.57,-5.56,-0.21,3934.23,3.93
208,Entry short,2026-05-12 05:15,S,4712.675,0.55,2591.97125,18.97,0.73,40.61,1.57,-5.56,-0.21,3934.23,3.93
209,Exit long,2026-05-13 01:15,S,4709.64,1.11,5191.7364,34.92,0.67,54.75,1.05,-1.76,-0.03,3969.15,3.97
209,Entry long,2026-05-12 17:15,L,4677.24,1.11,5191.7364,34.92,0.67,54.75,1.05,-1.76,-0.03,3969.15,3.97
210,Exit short,2026-05-13 01:30,2R partial,4702.44,0.55,2590.302,3.44,0.13,3.7,0.14,-0.78,-0.03,3972.33,3.97
210,Entry short,2026-05-13 01:15,S,4709.64,0.55,2590.302,3.44,0.13,3.7,0.14,-0.78,-0.03,3972.33,3.97
211,Exit short,2026-05-13 06:15,HTF runner,4713.218,0.55,2590.302,-2.49,-0.10,11.81,0.46,-2.23,-0.09,3970.11,3.97
211,Entry short,2026-05-13 01:15,S,4709.64,0.55,2590.302,-2.49,-0.10,11.81,0.46,-2.23,-0.09,3970.11,3.97
212,Exit long,2026-05-14 03:30,2R partial,4676.355,0.55,2580.171,-8.69,-0.34,8.5,0.33,-8.43,-0.33,3961.16,3.96
212,Entry long,2026-05-13 22:15,L,4691.22,0.55,2580.171,-8.69,-0.34,8.5,0.33,-8.43,-0.33,3961.16,3.96
213,Exit long,2026-05-14 03:30,HTF runner,4676.355,0.55,2580.171,-8.69,-0.34,8.5,0.33,-8.43,-0.33,3952.73,3.95
213,Entry long,2026-05-13 22:15,L,4691.22,0.55,2580.171,-8.69,-0.34,8.5,0.33,-8.43,-0.33,3952.73,3.95
214,Exit short,2026-05-14 07:30,2R partial,4714.561,0.55,2585.132,-8.39,-0.32,7.4,0.29,-8.14,-0.31,3944.07,3.94
214,Entry short,2026-05-14 05:15,S,4700.24,0.55,2585.132,-8.39,-0.32,7.4,0.29,-8.14,-0.31,3944.07,3.94
215,Exit short,2026-05-14 07:30,HTF runner,4714.561,0.55,2585.132,-8.39,-0.32,7.4,0.29,-8.14,-0.31,3935.94,3.94
215,Entry short,2026-05-14 05:15,S,4700.24,0.55,2585.132,-8.39,-0.32,7.4,0.29,-8.14,-0.31,3935.94,3.94
216,Exit long,2026-05-14 13:15,S,4704.485,1.1,5164.0325,9.87,0.19,16.63,0.32,-7.04,-0.14,3945.8,3.95
216,Entry long,2026-05-14 09:15,L,4694.575,1.1,5164.0325,9.87,0.19,16.63,0.32,-7.04,-0.14,3945.8,3.95
217,Exit short,2026-05-14 13:15,2R partial,4698.453,0.55,2587.46675,2.8,0.11,3.06,0.12,-0.3,-0.01,3948.35,3.95
217,Entry short,2026-05-14 13:15,S,4704.485,0.55,2587.46675,2.8,0.11,3.06,0.12,-0.3,-0.01,3948.35,3.95
218,Exit short,2026-05-14 13:30,HTF runner,4682.912,0.55,2587.46675,11.35,0.44,11.61,0.45,-0.3,-0.01,3959.95,3.96
218,Entry short,2026-05-14 13:15,S,4704.485,0.55,2587.46675,11.35,0.44,11.61,0.45,-0.3,-0.01,3959.95,3.96
